resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,positionDiff,status,year,circuitId,race_name,race_date,circuit_name,location,country,lat,lng,geometry,dob,driver_nat,driver_name,constr_name,constr_nat
25106,1058,830,9,33,1,1,1,1,25.0,71,1:22:18.925,4938925,68,3,1:08.017,228.542,1,0,Finished,2021,70,Styrian Grand Prix,2021-06-27,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25126,1060,830,9,33,1,1,1,1,26.0,71,1:23:54.543,5034543,62,1,1:06.200,234.815,1,0,Finished,2021,70,Austrian Grand Prix,2021-07-04,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25165,1061,830,9,33,1,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,19,Collision,2021,9,British Grand Prix,2021-07-18,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25174,1062,830,9,33,3,9,9,9,2.0,70,+1:20.244,7563443,43,4,1:20.945,194.843,1,6,Finished,2021,11,Hungarian Grand Prix,2021-08-01,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25186,1063,830,9,33,1,1,1,1,12.5,1,3:27.071,207071,\N,0,\N,\N,1,0,Finished,2021,13,Belgian Grand Prix,2021-08-29,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25247,1066,830,9,33,20,2,2,2,18.0,53,+53.271,5494272,28,5,1:38.396,213.959,1,-18,Finished,2021,71,Russian Grand Prix,2021-09-26,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25286,1069,830,9,33,1,1,1,1,25.0,56,1:34:36.552,5676552,52,2,1:39.096,200.278,1,0,Finished,2021,69,United States Grand Prix,2021-10-24,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25306,1070,830,9,33,3,1,1,1,25.0,71,1:38:39.086,5919086,52,2,1:18.999,196.134,1,-2,Finished,2021,32,Mexico City Grand Prix,2021-11-07,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25347,1051,830,9,33,7,2,2,2,19.0,57,+25.743,5094214,57,1,1:23.196,232.799,1,-5,Finished,2021,78,Qatar Grand Prix,2021-11-21,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542,POINT (51.4542 25.49),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25367,1072,830,9,33,3,2,2,2,18.0,50,+11.825,7586943,35,3,1:31.488,242.943,1,-1,Finished,2021,77,Saudi Arabian Grand Prix,2021-12-05,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044,POINT (39.1044 21.6319),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25386,1073,830,9,33,1,1,1,1,26.0,58,1:30:17.345,5417345,39,1,1:26.103,220.800,1,0,Finished,2021,24,Abu Dhabi Grand Prix,2021-12-12,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25424,1074,830,9,1,2,19,19,19,0.0,54,\N,\N,51,2,1:35.440,204.140,32,17,Fuel pressure,2022,3,Bahrain Grand Prix,2022-03-20,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25426,1075,830,9,1,4,1,1,1,25.0,50,1:24:19.293,5059293,50,2,1:31.772,242.191,1,-3,Finished,2022,77,Saudi Arabian Grand Prix,2022-03-27,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044,POINT (39.1044 21.6319),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25466,1077,830,9,1,1,1,1,1,26.0,63,1:32:07.986,5527986,55,1,1:18.446,225.281,1,0,Finished,2022,21,Emilia Romagna Grand Prix,2022-04-24,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25486,1078,830,9,1,3,1,1,1,26.0,57,1:34:24.258,5664258,54,1,1:31.361,213.255,1,-2,Finished,2022,79,Miami Grand Prix,2022-05-08,Miami International Autodrome,Miami,USA,25.9581,-80.2389,POINT (-80.2389 25.9581),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25506,1079,830,9,1,2,1,1,1,25.0,66,1:37:20.475,5840475,46,4,1:25.456,196.943,1,-1,Finished,2022,4,Spanish Grand Prix,2022-05-22,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25528,1080,830,9,1,4,3,3,3,15.0,64,+1.491,6991756,47,5,1:16.052,157.960,1,-1,Finished,2022,6,Monaco Grand Prix,2022-05-29,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25546,1081,830,9,1,3,1,1,1,25.0,51,1:34:05.941,5645941,50,2,1:46.050,203.779,1,-2,Finished,2022,73,Azerbaijan Grand Prix,2022-06-12,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25592,1083,830,9,1,2,7,7,7,6.0,52,+18.777,8289088,44,8,1:32.354,229.633,1,5,Finished,2022,9,British Grand Prix,2022-07-03,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25607,1084,830,9,1,1,2,2,2,19.0,71,+1.532,5065844,62,1,1:07.275,231.063,1,1,Finished,2022,70,Austrian Grand Prix,2022-07-10,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25626,1085,830,9,1,2,1,1,1,25.0,53,1:30:02.112,5402112,30,2,1:37.491,215.724,1,-1,Finished,2022,34,French Grand Prix,2022-07-24,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,POINT (5.79167 43.2506),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25646,1086,830,9,1,10,1,1,1,25.0,70,1:39:35.912,5975912,45,6,1:22.126,192.041,1,-9,Finished,2022,11,Hungarian Grand Prix,2022-07-31,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25666,1087,830,9,1,14,1,1,1,26.0,44,1:25:52.894,5152894,32,1,1:49.354,230.575,1,-13,Finished,2022,13,Belgian Grand Prix,2022-08-28,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25732,1091,830,9,1,8,7,7,7,6.0,59,+58.825,7399063,52,5,1:49.142,167.000,1,-1,Finished,2022,15,Singapore Grand Prix,2022-10-02,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25766,1093,830,9,1,2,1,1,1,25.0,56,1:42:11.687,6131687,37,2,1:39.541,199.383,1,-1,Finished,2022,69,United States Grand Prix,2022-10-23,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25786,1094,830,9,1,1,1,1,1,25.0,71,1:38:36.729,5916729,36,4,1:22.046,188.850,1,0,Finished,2022,32,Mexico City Grand Prix,2022-10-30,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25826,1096,830,9,1,1,1,1,1,25.0,58,1:27:45.914,5265914,54,6,1:29.392,212.676,1,0,Finished,2022,24,Abu Dhabi Grand Prix,2022-11-20,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25846,1098,830,9,1,1,1,1,1,25.0,57,1:33:56.736,5636736,44,6,1:36.236,202.452,1,0,Finished,2023,3,Bahrain Grand Prix,2023-03-05,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25867,1099,830,9,1,15,2,2,2,19.0,50,+5.355,4880249,50,1,1:31.906,241.838,1,-13,Finished,2023,77,Saudi Arabian Grand Prix,2023-03-19,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044,POINT (39.1044 21.6319),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25907,1101,830,9,1,2,2,2,2,18.0,51,+2.137,5564573,51,2,1:44.232,207.333,1,0,Finished,2023,73,Azerbaijan Grand Prix,2023-04-30,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25926,1102,830,9,1,9,1,1,1,26.0,57,1:27:38.241,5258241,56,1,1:29.708,217.184,1,-8,Finished,2023,79,Miami Grand Prix,2023-05-07,Miami International Autodrome,Miami,USA,25.9581,-80.2389,POINT (-80.2389 25.9581),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25946,1104,830,9,1,1,1,1,1,25.0,78,1:48:51.980,6531980,23,7,1:16.604,156.822,1,0,Finished,2023,6,Monaco Grand Prix,2023-05-28,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
25966,1105,830,9,1,1,1,1,1,26.0,66,1:27:57.940,5277940,61,1,1:16.330,219.641,1,0,Finished,2023,4,Spanish Grand Prix,2023-06-04,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
26006,1107,830,9,1,1,1,1,1,26.0,71,1:25:33.607,5133607,71,1,1:07.012,231.970,1,0,Finished,2023,70,Austrian Grand Prix,2023-07-02,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
26026,1108,830,9,1,1,1,1,1,26.0,52,1:25:16.938,5116938,42,1,1:30.275,234.922,1,0,Finished,2023,9,British Grand Prix,2023-07-09,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
26046,1109,830,9,1,2,1,1,1,26.0,70,1:38:08.634,5888634,53,1,1:20.504,195.910,1,-1,Finished,2023,11,Hungarian Grand Prix,2023-07-23,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
26066,1110,830,9,1,6,1,1,1,25.0,44,1:22:30.450,4950450,32,2,1:48.922,231.490,1,-5,Finished,2023,13,Belgian Grand Prix,2023-07-30,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1997-09-30,Dutch,Max Verstappen,Red Bull,Austrian
24230,1011,842,9,10,13,8,8,8,4.0,57,+58.094,5719389,42,8,1:35.291,204.460,1,-5,Finished,2019,3,Bahrain Grand Prix,2019-03-31,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24248,1012,842,9,10,6,6,6,6,9.0,56,+1:29.307,5615657,55,1,1:34.742,207.126,1,0,Finished,2019,17,Chinese Grand Prix,2019-04-14,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24279,1013,842,9,10,0,\N,R,17,0.0,38,\N,\N,34,8,1:45.712,204.430,7,17,Transmission,2019,73,Azerbaijan Grand Prix,2019-04-28,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24288,1014,842,9,10,6,6,6,6,8.0,66,+19.576,5770019,57,6,1:20.536,208.080,1,0,Finished,2019,4,Spanish Grand Prix,2019-05-12,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24310,1015,842,9,10,8,5,5,5,11.0,78,+9.946,6218383,72,1,1:14.279,161.730,1,-3,Finished,2019,6,Monaco Grand Prix,2019-05-26,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24355,1017,842,9,10,9,10,10,10,1.0,52,\N,\N,47,15,1:35.197,220.922,11,1,+1 Lap,2019,34,French Grand Prix,2019-06-23,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,POINT (5.79167 43.2506),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24372,1018,842,9,10,8,7,7,7,6.0,70,\N,\N,63,9,1:08.790,225.974,11,-1,+1 Lap,2019,70,Austrian Grand Prix,2019-06-30,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24389,1019,842,9,10,5,4,4,4,12.0,52,+34.692,4903144,48,8,1:29.544,236.839,1,-1,Finished,2019,9,British Grand Prix,2019-07-14,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24419,1020,842,9,10,4,14,14,14,0.0,61,\N,\N,56,4,1:17.495,212.483,4,10,Collision,2019,10,German Grand Prix,2019-07-28,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24431,1021,842,9,10,6,6,6,6,8.0,69,\N,\N,65,12,1:21.045,194.602,11,0,+1 Lap,2019,11,Hungarian Grand Prix,2019-08-04,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1996-02-07,French,Pierre Gasly,Red Bull,Austrian
24450,1022,848,9,23,17,5,5,5,10.0,44,+1:21.325,5107035,41,5,1:47.507,234.537,1,-12,Finished,2019,13,Belgian Grand Prix,2019-09-01,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24491,1024,848,9,23,6,6,6,6,8.0,61,+11.663,7125330,59,9,1:45.260,173.159,1,0,Finished,2019,15,Singapore Grand Prix,2019-09-22,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24510,1025,848,9,23,0,5,5,5,10.0,53,+38.348,5657340,50,4,1:36.762,217.573,1,5,Finished,2019,71,Russian Grand Prix,2019-09-29,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24550,1027,848,9,23,5,5,5,5,10.0,71,+21.399,5830303,48,2,1:19.325,195.328,1,0,Finished,2019,32,Mexican Grand Prix,2019-10-27,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24638,1031,848,9,23,4,13,13,13,0.0,67,\N,\N,50,7,1:08.432,227.156,40,9,Electronics,2020,70,Austrian Grand Prix,2020-07-05,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24570,1028,848,9,23,6,5,5,5,10.0,56,+1:18.038,5713691,42,3,1:38.029,202.458,1,-1,Finished,2019,69,United States Grand Prix,2019-11-03,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24611,1030,848,9,23,5,6,6,6,8.0,55,+1:09.205,5714920,49,8,1:42.219,195.603,1,1,Finished,2019,24,Abu Dhabi Grand Prix,2019-12-01,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24649,1032,848,9,23,6,4,4,4,12.0,71,+44.400,5015083,67,6,1:07.299,230.981,1,-2,Finished,2020,70,Styrian Grand Prix,2020-07-12,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24670,1033,848,9,23,13,5,5,5,10.0,70,+1:18.316,5850789,68,5,1:19.440,198.534,1,-8,Finished,2020,11,Hungarian Grand Prix,2020-07-19,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24693,1034,848,9,23,12,8,8,8,4.0,52,+32.670,5313953,52,2,1:28.689,239.123,1,-4,Finished,2020,9,British Grand Prix,2020-08-02,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24710,1035,848,9,23,9,5,5,5,10.0,52,+39.146,4821139,46,3,1:29.477,237.017,1,-4,Finished,2020,9,70th Anniversary Grand Prix,2020-08-09,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24733,1036,848,9,23,6,8,8,8,4.0,65,\N,\N,41,11,1:22.194,203.883,11,2,+1 Lap,2020,4,Spanish Grand Prix,2020-08-16,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24751,1037,848,9,23,5,6,6,6,8.0,44,+42.712,5091473,27,12,1:48.736,231.886,1,1,Finished,2020,13,Belgian Grand Prix,2020-08-30,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24788,1039,848,9,23,4,3,3,3,15.0,59,+8.064,8383124,51,3,1:20.039,235.909,1,-1,Finished,2020,76,Tuscan Grand Prix,2020-09-13,Autodromo Internazionale del Mugello,Mugello,Italy,43.9975,11.3719,POINT (11.3719 43.9975),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24815,1040,848,9,23,15,10,10,10,1.0,53,+1:37.860,5738224,51,9,1:38.377,214.001,1,-5,Finished,2020,71,Russian Grand Prix,2020-09-27,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24842,1041,848,9,23,5,\N,R,17,0.0,23,\N,\N,9,18,1:32.330,200.723,21,12,Radiator,2020,20,Eifel Grand Prix,2020-10-11,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24857,1042,848,9,23,6,12,12,12,0.0,65,\N,\N,61,5,1:19.890,209.673,11,6,+1 Lap,2020,75,Portuguese Grand Prix,2020-10-25,Autódromo Internacional do Algarve,Portimão,Portugal,37.227,-8.6267,POINT (-8.6267 37.227),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24880,1043,848,9,23,6,15,15,15,0.0,63,+57.284,5369714,63,3,1:16.177,231.991,1,9,Finished,2020,21,Emilia Romagna Grand Prix,2020-11-01,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24908,1045,848,9,23,4,3,3,3,15.0,57,+8.005,10795520,41,10,1:33.684,207.967,1,-1,Finished,2020,3,Bahrain Grand Prix,2020-11-29,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24931,1046,848,9,23,12,6,6,6,8.0,87,+13.842,5488956,52,8,0:57.056,223.548,1,-6,Finished,2020,3,Sakhir Grand Prix,2020-12-06,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
24949,1047,848,9,23,5,4,4,4,12.0,55,+19.987,5808632,42,4,1:41.227,197.520,1,-1,Finished,2020,24,Abu Dhabi Grand Prix,2020-12-13,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1996-03-23,Thai,Alexander Albon,Red Bull,Austrian
1554,91,17,19,14,2,\N,R,20,0.0,23,\N,\N,9,15,1:36.922,205.885,20,18,Spun off,2004,2,Malaysian Grand Prix,2004-03-21,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1976-08-27,Australian,Mark Webber,Jaguar,British
1562,92,17,19,14,14,8,8,8,1.0,56,\N,\N,19,10,1:32.277,211.333,11,-6,+1 Lap,2004,3,Bahrain Grand Prix,2004-04-04,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1976-08-27,Australian,Mark Webber,Jaguar,British
1587,93,17,19,14,8,13,13,13,0.0,61,\N,\N,55,13,1:22.931,214.139,11,5,+1 Lap,2004,21,San Marino Grand Prix,2004-04-25,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1976-08-27,Australian,Mark Webber,Jaguar,British
1606,94,17,19,14,9,12,12,12,0.0,65,\N,\N,11,9,1:18.617,211.877,11,3,+1 Lap,2004,4,Spanish Grand Prix,2004-05-09,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1976-08-27,Australian,Mark Webber,Jaguar,British
1630,95,17,19,14,11,\N,R,16,0.0,11,\N,\N,11,11,1:17.466,155.216,6,5,Gearbox,2004,6,Monaco Grand Prix,2004-05-23,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1976-08-27,Australian,Mark Webber,Jaguar,British
1641,96,17,19,14,14,7,7,7,2.0,60,+1:16.206,5631307,37,10,1:31.893,201.678,1,-7,Finished,2004,20,European Grand Prix,2004-05-30,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1976-08-27,Australian,Mark Webber,Jaguar,British
1703,99,17,19,14,12,9,9,9,0.0,70,+52.394,5470527,53,4,1:15.956,209.063,1,-3,Finished,2004,8,French Grand Prix,2004-07-04,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1976-08-27,Australian,Mark Webber,Jaguar,British
1722,100,17,19,14,9,8,8,8,1.0,60,+23.701,5106401,11,12,1:20.768,229.145,1,-1,Finished,2004,9,British Grand Prix,2004-07-11,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1976-08-27,Australian,Mark Webber,Jaguar,British
1740,101,17,19,14,11,6,6,6,3.0,66,+41.108,5075956,65,11,1:14.883,219.895,1,-5,Finished,2004,10,German Grand Prix,2004-07-25,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1976-08-27,Australian,Mark Webber,Jaguar,British
1764,102,17,19,14,11,10,10,10,0.0,69,\N,\N,45,8,1:20.825,195.132,11,-1,+1 Lap,2004,11,Hungarian Grand Prix,2004-08-15,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1976-08-27,Australian,Mark Webber,Jaguar,British
1791,103,17,19,14,7,\N,R,17,0.0,0,\N,\N,\N,\N,\N,\N,4,10,Collision,2004,13,Belgian Grand Prix,2004-08-29,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1976-08-27,Australian,Mark Webber,Jaguar,British
1824,105,17,19,14,11,10,10,10,0.0,55,\N,\N,32,15,1:34.893,206.797,11,-1,+1 Lap,2004,17,Chinese Grand Prix,2004-09-26,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1976-08-27,Australian,Mark Webber,Jaguar,British
1910,109,17,19,14,16,\N,R,16,0.0,35,\N,\N,\N,\N,\N,\N,5,0,Engine,2003,2,Malaysian Grand Prix,2003-03-23,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1976-08-27,Australian,Mark Webber,Jaguar,British
1950,111,17,19,14,5,\N,R,16,0.0,54,\N,\N,\N,\N,\N,\N,30,11,Driveshaft,2003,21,San Marino Grand Prix,2003-04-20,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1976-08-27,Australian,Mark Webber,Jaguar,British
1961,112,17,19,14,12,7,7,7,2.0,64,\N,\N,\N,\N,\N,\N,11,-5,+1 Lap,2003,4,Spanish Grand Prix,2003-05-04,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1976-08-27,Australian,Mark Webber,Jaguar,British
1981,113,17,19,14,17,7,7,7,2.0,68,\N,\N,\N,\N,\N,\N,11,-10,+1 Lap,2003,70,Austrian Grand Prix,2003-05-18,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1976-08-27,Australian,Mark Webber,Jaguar,British
2011,114,17,19,14,9,\N,R,17,0.0,16,\N,\N,\N,\N,\N,\N,9,8,Hydraulics,2003,6,Monaco Grand Prix,2003-06-01,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1976-08-27,Australian,Mark Webber,Jaguar,British
2040,116,17,19,14,11,6,6,6,3.0,59,\N,\N,\N,\N,\N,\N,11,-5,+1 Lap,2003,20,European Grand Prix,2003-06-29,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1976-08-27,Australian,Mark Webber,Jaguar,British
2060,117,17,19,14,9,6,6,6,3.0,70,+1:06.380,5515593,\N,\N,\N,\N,1,-3,Finished,2003,8,French Grand Prix,2003-07-06,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1976-08-27,Australian,Mark Webber,Jaguar,British
2088,118,17,19,14,11,14,14,14,0.0,59,\N,\N,\N,\N,\N,\N,11,3,+1 Lap,2003,9,British Grand Prix,2003-07-20,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1976-08-27,Australian,Mark Webber,Jaguar,British
